drug2_id,drug2_name
904,montelukast
905,icotinib
906,dutasteride
907,cyclophosphamide
908,sulfinpyrazone
909,proguanil
910,warfarin
911,dicoumarol
912,rifampicin
913,acetaminophen
914,lomitapide
915,sibutramine
916,halofantrine
917,theophylline
918,elbasvir
919,valbenazine
920,rimonabant
921,finasteride
922,copanlisib
923,neratinib
924,brivaracetam
925,famciclovir
926,pyrazinamide
927,pimecrolimus
928,epinastine
929,dexlansoprazole
930,permethrin
931,estradiol
932,alogliptin
933,spiramycin
934,voxilaprevir
935,grazoprevir
936,sitagliptin
937,amprenavir
938,almotriptan
939,tinidazole
940,repaglinide
941,rupatadine
942,velpatasvir
943,argatroban
944,acenocoumarol
945,silodosin
946,prasugrel
947,reboxetine
948,roxithromycin
949,ergotamine
950,clofibrate
951,trimethadione
952,bezafibrate
953,baricitinib
954,ambroxol
955,dofetilide
956,caffeine
957,mexiletine
958,palonosetron
959,ethinylestradiol
960,testosterone
961,bromocriptine
962,cilostazol
963,troleandomycin
964,domperidone
965,allylestrenol
966,norgestrel
967,diclofenac
968,lisuride
969,zileuton
970,tasosartan
971,eletriptan
972,naloxone
973,glipizide
974,levonorgestrel
975,cephalexin
976,alosetron
977,meloxicam
978,pergolide
979,aminophenazone
980,glyburide
981,raloxifene
982,progesterone
983,methoxsalen
984,donepezil
985,disulfiram
986,ospemifene
987,safinamide
988,imidafenacin
989,phenindione
990,adinazolam
991,zalcitabine
992,loperamide
993,brigatinib
994,enasidenib
995,norethisterone
996,histamine
997,retapamulin
998,ergometrine
999,udenafil
1000,granisetron
1001,lansoprazole
1002,clofazimine
1003,nateglinide
1004,phenprocoumon
1005,astemizole
1006,fenofibrate
1007,avanafil
1008,aminophylline
1009,clotiazepam
1010,tetracycline
1011,disopyramide
1012,deutetrabenazine
1013,ivermectin
1014,cisapride
1015,dextromethorphan
1016,dexchlorpheniramine maleate
1017,josamycin
1018,tacrolimus
1019,abemaciclib
1020,tolvaptan
1021,vilazodone
1022,mestranol
1023,zidovudine
1024,daclatasvir
1025,desogestrel
1026,sofosbuvir
1027,ivabradine
1028,rivaroxaban
1029,linagliptin
1030,roflumilast
1031,naloxegol
1032,dienestrol
1033,cannabidiol
1034,ulipristal
1035,atovaquone
1036,zolpidem
1037,praziquantel
1038,norgestimate
1039,norelgestromin
1040,maraviroc
1041,drospirenone
1042,tadalafil
1043,ethynodiol diacetate
1044,vorapaxar
1045,suvorexant
1046,apixaban
1047,gestodene
1048,sitaxentan
1049,treprostinil
1050,ritonavir
1051,tipranavir
1052,lithium cation
1053,tetrabenazine
1054,milnacipran
1055,isoflurane
1056,meprobamate
1057,lorazepam
1058,mivacurium
1059,dexmethylphenidate
1060,formoterol
1061,arformoterol
1062,famotidine
1063,olodaterol
1064,ombitasvir
1065,pitavastatin
1066,elvitegravir
1067,dolutegravir
1068,sulfamoxole
1069,glucosamine
1070,tazarotene
1071,etodolac
1072,amodiaquine
1073,ximelagatran
1074,phenylbutazone
1075,malathion
1076,piroxicam
1077,tenoxicam
1078,dopamine
1079,doconexent
1080,flurbiprofen
1081,glimepiride
1082,lesinurad
1083,amoxicillin
1084,niclosamide
1085,naproxen
1086,chlorpropamide
1087,ranitidine
1088,mefenamic acid
1089,indomethacin
1090,gliclazide
1091,oxcarbazepine
1092,cefazolin
1093,rufinamide
1094,flumazenil
1095,delorazepam
1096,camazepam
1097,bazedoxifene
1098,dyphylline
1099,liotrix
1100,lacosamide
1101,doxofylline
1102,liothyronine
1103,metyrapone
1104,tetracosactide
1105,bupranolol
1106,alprenolol
1107,bevantolol
1108,bopindolol
1109,practolol
1110,arotinolol
1111,gliquidone
1112,edoxaban
1113,bosentan
1114,glisoxepide
1115,tolazamide
1116,pentobarbital
1117,conivaptan
1118,rifabutin
1119,enzalutamide
1120,levorphanol
1121,diphenoxylate
1122,nalbuphine
1123,pentazocine
1124,butorphanol
1125,remikiren
1126,enalaprilat
1127,spirapril
1128,minaprine
1129,pargyline
1130,isocarboxazid
1131,toloxatone
1132,amphetamine
1133,methylene blue
1134,furazolidone
1135,amisulpride
1136,sulpiride
1137,tiapride
1138,remoxipride
1139,gamma-hydroxybutyric acid
1140,enflurane
1141,desflurane
1142,nitrous oxide
1143,ethchlorvynol
1144,etomidate
1145,tianeptine
1146,acetazolamide
1147,allopurinol
1148,cilastatin
1149,vildagliptin
1150,bivalirudin
1151,isoflurophate
1152,nafamostat
1153,asunaprevir
1154,danazol
1155,adenosine
1156,lofexidine
1157,amifostine
1158,moxonidine
1159,fenoldopam
1160,phenobarbital
1161,apomorphine
1162,fimasartan
1163,levosimendan
1164,nitric oxide
1165,carbetocin
1166,dabrafenib
1167,amantadine
1168,gramicidin d
1169,naltrexone
1170,neostigmine
1171,palmitic acid
1172,aminohippuric acid
1173,letermovir
1174,sumatriptan
1175,glycerin
1176,glecaprevir
1177,pibrentasvir
1178,fidaxomicin
1179,deserpidine
1180,guanabenz
1181,cyclothiazide
1182,rescinnamine
1183,nicorandil
1184,terlipressin
1185,guanadrel
1186,guanethidine
1187,debrisoquine
1188,clomifene
1189,fluciclovine (18f)
1190,nizatidine
1191,estriol
1192,technetium tc-99m sestamibi
1193,lamivudine
1194,ezetimibe
1195,terbutaline
1196,salbutamol
1197,droxidopa
1198,naphazoline
1199,pirbuterol
1200,nylidrin
1201,mephentermine
1202,ephedrine
1203,phenylephrine
1204,pseudoephedrine
1205,norepinephrine
1206,fenoterol
1207,ritodrine
1208,epinephrine
1209,hexoprenaline
1210,midodrine
1211,dipivefrin
1212,isoprenaline
1213,procaterol
1214,clenbuterol
1215,metaraminol
1216,methoxamine
1217,dobutamine
1218,isoetharine
1219,arbutamine
1220,oxymetazoline
1221,orciprenaline
1222,phenylpropanolamine
1223,mesalazine
1224,abacavir
1225,bromfenac
1226,adapalene
1227,fenoprofen
1228,sulfasalazine
1229,nepafenac
1230,floctafenine
1231,tolmetin
1232,balsalazide
1233,nabumetone
1234,ketorolac
1235,olsalazine
1236,carprofen
1237,pentosan polysulfate
1238,methyl salicylate
1239,sugammadex
1240,trolamine salicylate
1241,aminosalicylic acid
1242,vitamin e
1243,ditazole
1244,quinestrol
1245,deoxycholic acid
1246,ridogrel
1247,ibudilast
1248,ifenprodil
1249,icosapent ethyl
1250,cangrelor
1251,milrinone
1252,triflusal
1253,pentoxifylline
1254,trapidil
1255,tirofiban
1256,procainamide
1257,telavancin
1258,foscarnet
1259,metoclopramide
1260,histrelin
1261,gadobenic acid
1262,perflutren
1263,pasireotide
1264,flecainide
1265,ibutilide
1266,netilmicin
1267,paromomycin
1268,spectinomycin
1269,tobramycin
1270,streptomycin
1271,framycetin
1272,ribostamycin
1273,metrizamide
1274,gentamicin
1275,amikacin
1276,arbekacin
1277,kanamycin
1278,mitiglinide
1279,metformin
1280,miglitol
1281,miglustat
1282,acarbose
1283,voglibose
1284,decamethonium
1285,rocuronium
1286,doxacurium
1287,metocurine
1288,succinylcholine
1289,pyrantel
1290,cisatracurium
1291,phenformin
1292,diazoxide
1293,bethanidine
1294,linezolid
1295,levosalbutamol
1296,bambuterol
1297,isometheptene
1298,pholcodine
1299,tryptophan
1300,carbocisteine
1301,tedizolid phosphate
1302,tropisetron
1303,testosterone propionate
1304,fluoxymesterone
1305,stanozolol
1306,nandrolone decanoate
1307,oxymetholone
1308,oxandrolone
1309,lipoic acid
1310,dotatate gallium ga-68
1311,methylergometrine
1312,fondaparinux
1313,pentaerythritol tetranitrate
1314,edetic acid
1315,protocatechualdehyde
1316,citric acid
1317,tranexamic acid
1318,rivastigmine
1319,pyridostigmine
1320,ambenonium
1321,edrophonium
1322,memantine
1323,echothiophate
1324,demecarium
1325,physostigmine
1326,glycerol phenylbutyrate
1327,corticorelin ovine triflutate
1328,varenicline
1329,bethanechol
1330,carbamoylcholine
1331,methacholine
1332,hydroxychloroquine
1333,ursodeoxycholic acid
1334,ascorbic acid
1335,aluminum hydroxide
1336,tromethamine
1337,calcium carbonate
1338,magnesium oxide
1339,aluminium
1340,almasilate
1341,magaldrate
1342,magnesium trisilicate
1343,magnesium hydroxide
1344,bismuth subcitrate potassium
1345,sodium bicarbonate
1346,didanosine
1347,calcium glucoheptonate
1348,calcium acetate
1349,calcium phosphate
1350,calcium chloride
1351,calcium citrate
1352,sevelamer
1353,calcium gluconate
1354,calcium glubionate anhydrous
1355,calcium lactate
1356,sucralfate
1357,acetylcholine
1358,hydroxyamphetamine
1359,tetryzoline
1360,methimazole
1361,sulfanilamide
1362,dexfenfluramine
1363,dimethyl sulfoxide
1364,metamfetamine
1365,phentermine
1366,mepyramine
1367,tripelennamine
1368,nicotinamide
1369,dextroamphetamine
1370,methylnaltrexone
1371,oxamniquine
1372,niacin
1373,vernakalant
1374,sulfaphenazole
1375,diacerein
1376,ajmaline
1377,butabarbital
1378,quinupristin
1379,rolitetracycline
1380,mequitazine
1381,dalfopristin
1382,capsaicin
1383,tofisopam
1384,rizatriptan
1385,frovatriptan
1386,naratriptan
1387,zolmitriptan
1388,roxatidine acetate
1389,novobiocin
1390,hesperetin
1391,choline c 11
1392,capreomycin
1393,vancomycin
1394,stavudine
1395,ammonium chloride
1396,nitrofurantoin
1397,gimeracil
1398,sapropterin
1399,febuxostat
1400,piperacillin
1401,azidocillin
1402,ampicillin
1403,phenoxymethylpenicillin
1404,mezlocillin
1405,tazobactam
1406,cyclacillin
1407,sulbactam
1408,procaine benzylpenicillin
1409,ticarcillin
1410,pivampicillin
1411,pivmecillinam
1412,bacampicillin
1413,meticillin
1414,benzylpenicillin
1415,azlocillin
1416,oxacillin
1417,carbenicillin
1418,nafcillin
1419,cloxacillin
1420,flucloxacillin
1421,dicloxacillin
1422,dexketoprofen
1423,acitretin
1424,mipomersen
1425,dihydrotachysterol
1426,calcifediol
1427,fenofibric acid
1428,etofibrate
1429,cyanocobalamin
1430,isotretinoin
1431,riluzole
1432,theobromine
1433,thiabendazole
1434,tolperisone
1435,oxtriphylline
1436,menadione
1437,ethanolamine oleate
1438,dalfampridine
1439,iron
1440,ferric pyrophosphate
1441,iron sucrose
1442,doxercalciferol
1443,mitotane
1444,phenmetrazine
1445,valaciclovir
1446,sulfadoxine
1447,sulfametopyrazine
1448,progabide
1449,viloxazine
1450,dimetacrine
1451,oxitriptan
1452,isavuconazole
1453,demeclocycline
1454,chlortetracycline
1455,cefuroxime
1456,cefpodoxime
1457,cefmetazole
1458,cefotiam
1459,ceftazidime
1460,cefadroxil
1461,cefoperazone
1462,cefonicid
1463,cefamandole
1464,cephaloglycin
1465,orlistat
1466,ceftizoxime
1467,cefradine
1468,cefotetan
1469,cefoxitin
1470,ceftobiprole
1471,cefalotin
1472,ceforanide
1473,levocarnitine
1474,cefaloridine
1475,cefmenoxime
1476,cefixime
1477,cefotaxime
1478,cefacetrile
1479,cefaclor
1480,ceftriaxone
1481,cefapirin
1482,potassium iodide
1483,phylloquinone
1484,carbimazole
1485,propylthiouracil
1486,lixisenatide
1487,oritavancin
1488,tigecycline
1489,talniflumate
1490,betahistine
1491,methenamine
1492,somatostatin
1493,lucanthone
1494,pyrvinium
1495,chloroxylenol
1496,diethylcarbamazine
1497,flubendazole
1498,sodium stibogluconate
1499,hexylresorcinol
1500,deferiprone
1501,alfacalcidol
1502,dipotassium phosphate
1503,sodium glycerophosphate
1504,potassium citrate
1505,canrenoic acid
1506,mersalyl
1507,potassium cation
1508,phenylalanine
1509,stepronin
1510,benznidazole
1511,dimethyl fumarate
1512,sodium aurothiomalate
1513,probucol
1514,dimercaprol
1515,cefdinir
1516,ramosetron
1517,eluxadoline
1518,potassium chloride
1519,acipimox
1520,daptomycin
1521,lanthanum carbonate
1522,iodide i-131
1523,cysteamine
1524,cefditoren
1525,lactic acid
1526,ertapenem
1527,rifaximin
1528,rifapentine
1529,alvimopan
1530,lisdexamfetamine
1531,diethylpropion
1532,imipenem
1533,acyclovir
1534,obeticholic acid
1535,piperazine
1536,phensuximide
1537,lodoxamide
1538,dimetotiazine
1539,pheniramine
1540,azatadine
1541,acrivastine
1542,antazoline
1543,pemirolast
1544,emedastine
1545,phenindamine
1546,alcaftadine
1547,thonzylamine
1548,alimemazine
1549,chloropyramine
1550,dimetindene
1551,isothipendyl
1552,buclizine
1553,ketotifen
1554,paraldehyde
1555,mafenide
1556,phenazopyridine
1557,oseltamivir
1558,erythrityl tetranitrate
1559,lincomycin
1560,polymyxin b
1561,colistimethate
1562,methysergide
1563,nicergoline
1564,sulfapyridine
1565,silver sulfadiazine
1566,benzthiazide
1567,sulfadimethoxine
1568,sulfamethazine
